id,sma,ecc,inc,raan,aop,aol,terminals,name
512,6978137,0,85,36,0,151.2,8,W_10_11
513,6978137,0,85,36,0,158.4,3,W_10_12
514,6978137,0,85,36,0,165.6,0,W_10_13
515,6978137,0,85,36,0,172.8,1,W_10_14
516,6978137,0,85,36,0,180,5,W_10_15
517,6978137,0,85,36,0,187.2,9,W_10_16
518,6978137,0,85,36,0,194.4,6,W_10_17
519,6978137,0,85,36,0,201.6,0,W_10_18
520,6978137,0,85,36,0,208.8,9,W_10_19
521,6978137,0,85,36,0,216,0,W_10_20
522,6978137,0,85,36,0,223.2,7,W_10_21
523,6978137,0,85,36,0,230.4,0,W_10_22
524,6978137,0,85,36,0,237.6,2,W_10_23
525,6978137,0,85,36,0,244.8,5,W_10_24
526,6978137,0,85,36,0,252,5,W_10_25
527,6978137,0,85,36,0,259.2,1,W_10_26
528,6978137,0,85,36,0,266.4,9,W_10_27
529,6978137,0,85,36,0,273.6,4,W_10_28
530,6978137,0,85,36,0,280.8,8,W_10_29
531,6978137,0,85,36,0,288,1,W_10_30
532,6978137,0,85,36,0,295.2,0,W_10_31
533,6978137,0,85,36,0,302.4,0,W_10_32
534,6978137,0,85,36,0,309.6,1,W_10_33
535,6978137,0,85,36,0,316.8,6,W_10_34
536,6978137,0,85,36,0,324,3,W_10_35
537,6978137,0,85,36,0,331.2,0,W_10_36
538,6978137,0,85,36,0,338.4,5,W_10_37
539,6978137,0,85,36,0,345.6,1,W_10_38
540,6978137,0,85,36,0,352.8,7,W_10_39
541,6978137,0,85,36,0,0,6,W_10_40
542,6978137,0,85,36,0,7.19999999999999,9,W_10_41
543,6978137,0,85,36,0,14.4,9,W_10_42
544,6978137,0,85,36,0,21.6,9,W_10_43
545,6978137,0,85,36,0,28.8,0,W_10_44
546,6978137,0,85,36,0,36,4,W_10_45
547,6978137,0,85,36,0,43.2,7,W_10_46
548,6978137,0,85,36,0,50.4,1,W_10_47
549,6978137,0,85,36,0,57.6,5,W_10_48
550,6978137,0,85,36,0,64.8,3,W_10_49
551,6978137,0,85,39.6,0,79.2,1,W_11_00
552,6978137,0,85,39.6,0,86.4,3,W_11_01
553,6978137,0,85,39.6,0,93.6,9,W_11_02
554,6978137,0,85,39.6,0,100.8,1,W_11_03
555,6978137,0,85,39.6,0,108,1,W_11_04
556,6978137,0,85,39.6,0,115.2,1,W_11_05
557,6978137,0,85,39.6,0,122.4,8,W_11_06
558,6978137,0,85,39.6,0,129.6,1,W_11_07
559,6978137,0,85,39.6,0,136.8,1,W_11_08
560,6978137,0,85,39.6,0,144,6,W_11_09
561,6978137,0,85,39.6,0,151.2,6,W_11_10
562,6978137,0,85,39.6,0,158.4,3,W_11_11
563,6978137,0,85,39.6,0,165.6,7,W_11_12
564,6978137,0,85,39.6,0,172.8,2,W_11_13
565,6978137,0,85,39.6,0,180,2,W_11_14
566,6978137,0,85,39.6,0,187.2,3,W_11_15
567,6978137,0,85,39.6,0,194.4,7,W_11_16
568,6978137,0,85,39.6,0,201.6,5,W_11_17
569,6978137,0,85,39.6,0,208.8,7,W_11_18
570,6978137,0,85,39.6,0,216,0,W_11_19
571,6978137,0,85,39.6,0,223.2,5,W_11_20
572,6978137,0,85,39.6,0,230.4,2,W_11_21
573,6978137,0,85,39.6,0,237.6,0,W_11_22
574,6978137,0,85,39.6,0,244.8,0,W_11_23
575,6978137,0,85,39.6,0,252,9,W_11_24
576,6978137,0,85,39.6,0,259.2,6,W_11_25
577,6978137,0,85,39.6,0,266.4,6,W_11_26
578,6978137,0,85,39.6,0,273.6,8,W_11_27
579,6978137,0,85,39.6,0,280.8,1,W_11_28
580,6978137,0,85,39.6,0,288,0,W_11_29
581,6978137,0,85,39.6,0,295.2,1,W_11_30
582,6978137,0,85,39.6,0,302.4,9,W_11_31
583,6978137,0,85,39.6,0,309.6,3,W_11_32
584,6978137,0,85,39.6,0,316.8,9,W_11_33
585,6978137,0,85,39.6,0,324,4,W_11_34
586,6978137,0,85,39.6,0,331.2,2,W_11_35
587,6978137,0,85,39.6,0,338.4,6,W_11_36
588,6978137,0,85,39.6,0,345.6,5,W_11_37
589,6978137,0,85,39.6,0,352.8,2,W_11_38
590,6978137,0,85,39.6,0,0,3,W_11_39
591,6978137,0,85,39.6,0,7.19999999999999,9,W_11_40
592,6978137,0,85,39.6,0,14.4,3,W_11_41
593,6978137,0,85,39.6,0,21.6,3,W_11_42
594,6978137,0,85,39.6,0,28.8,1,W_11_43
595,6978137,0,85,39.6,0,36,2,W_11_44
596,6978137,0,85,39.6,0,43.2,6,W_11_45
597,6978137,0,85,39.6,0,50.4,0,W_11_46
598,6978137,0,85,39.6,0,57.6,5,W_11_47
599,6978137,0,85,39.6,0,64.8,7,W_11_48
600,6978137,0,85,39.6,0,72,0,W_11_49
601,6978137,0,85,43.2,0,86.4,1,W_12_00
602,6978137,0,85,43.2,0,93.6,1,W_12_01
603,6978137,0,85,43.2,0,100.8,2,W_12_02
604,6978137,0,85,43.2,0,108,0,W_12_03
605,6978137,0,85,43.2,0,115.2,2,W_12_04
606,6978137,0,85,43.2,0,122.4,5,W_12_05
607,6978137,0,85,43.2,0,129.6,2,W_12_06
608,6978137,0,85,43.2,0,136.8,4,W_12_07
609,6978137,0,85,43.2,0,144,9,W_12_08
610,6978137,0,85,43.2,0,151.2,6,W_12_09
611,6978137,0,85,43.2,0,158.4,9,W_12_10
612,6978137,0,85,43.2,0,165.6,4,W_12_11
613,6978137,0,85,43.2,0,172.8,6,W_12_12
614,6978137,0,85,43.2,0,180,5,W_12_13
615,6978137,0,85,43.2,0,187.2,9,W_12_14
616,6978137,0,85,43.2,0,194.4,1,W_12_15
617,6978137,0,85,43.2,0,201.6,5,W_12_16
618,6978137,0,85,43.2,0,208.8,8,W_12_17
619,6978137,0,85,43.2,0,216,5,W_12_18
620,6978137,0,85,43.2,0,223.2,9,W_12_19
621,6978137,0,85,43.2,0,230.4,3,W_12_20
622,6978137,0,85,43.2,0,237.6,3,W_12_21
623,6978137,0,85,43.2,0,244.8,5,W_12_22
624,6978137,0,85,43.2,0,252,6,W_12_23
625,6978137,0,85,43.2,0,259.2,8,W_12_24
626,6978137,0,85,43.2,0,266.4,8,W_12_25
627,6978137,0,85,43.2,0,273.6,0,W_12_26
628,6978137,0,85,43.2,0,280.8,0,W_12_27
629,6978137,0,85,43.2,0,288,0,W_12_28
630,6978137,0,85,43.2,0,295.2,7,W_12_29
631,6978137,0,85,43.2,0,302.4,1,W_12_30
632,6978137,0,85,43.2,0,309.6,7,W_12_31
633,6978137,0,85,43.2,0,316.8,0,W_12_32
634,6978137,0,85,43.2,0,324,6,W_12_33
635,6978137,0,85,43.2,0,331.2,1,W_12_34
636,6978137,0,85,43.2,0,338.4,3,W_12_35
637,6978137,0,85,43.2,0,345.6,6,W_12_36
638,6978137,0,85,43.2,0,352.8,2,W_12_37
639,6978137,0,85,43.2,0,0,7,W_12_38
640,6978137,0,85,43.2,0,7.20000000000005,5,W_12_39
641,6978137,0,85,43.2,0,14.4,1,W_12_40
642,6978137,0,85,43.2,0,21.6,2,W_12_41
643,6978137,0,85,43.2,0,28.8000000000001,2,W_12_42
644,6978137,0,85,43.2,0,36,0,W_12_43
645,6978137,0,85,43.2,0,43.2,7,W_12_44
646,6978137,0,85,43.2,0,50.4,5,W_12_45
647,6978137,0,85,43.2,0,57.6,8,W_12_46
648,6978137,0,85,43.2,0,64.8000000000001,8,W_12_47
649,6978137,0,85,43.2,0,72,6,W_12_48
650,6978137,0,85,43.2,0,79.2,1,W_12_49
651,6978137,0,85,46.8,0,93.6,4,W_13_00
652,6978137,0,85,46.8,0,100.8,8,W_13_01
653,6978137,0,85,46.8,0,108,5,W_13_02
654,6978137,0,85,46.8,0,115.2,8,W_13_03
655,6978137,0,85,46.8,0,122.4,1,W_13_04
656,6978137,0,85,46.8,0,129.6,9,W_13_05
657,6978137,0,85,46.8,0,136.8,2,W_13_06
658,6978137,0,85,46.8,0,144,8,W_13_07
659,6978137,0,85,46.8,0,151.2,7,W_13_08
660,6978137,0,85,46.8,0,158.4,2,W_13_09
661,6978137,0,85,46.8,0,165.6,1,W_13_10
662,6978137,0,85,46.8,0,172.8,2,W_13_11
663,6978137,0,85,46.8,0,180,6,W_13_12
664,6978137,0,85,46.8,0,187.2,7,W_13_13
665,6978137,0,85,46.8,0,194.4,2,W_13_14
666,6978137,0,85,46.8,0,201.6,3,W_13_15
667,6978137,0,85,46.8,0,208.8,6,W_13_16
668,6978137,0,85,46.8,0,216,5,W_13_17
669,6978137,0,85,46.8,0,223.2,6,W_13_18
670,6978137,0,85,46.8,0,230.4,9,W_13_19
671,6978137,0,85,46.8,0,237.6,4,W_13_20
672,6978137,0,85,46.8,0,244.8,3,W_13_21
673,6978137,0,85,46.8,0,252,5,W_13_22
674,6978137,0,85,46.8,0,259.2,6,W_13_23
675,6978137,0,85,46.8,0,266.4,7,W_13_24
676,6978137,0,85,46.8,0,273.6,7,W_13_25
677,6978137,0,85,46.8,0,280.8,5,W_13_26
678,6978137,0,85,46.8,0,288,6,W_13_27
679,6978137,0,85,46.8,0,295.2,5,W_13_28
680,6978137,0,85,46.8,0,302.4,6,W_13_29
681,6978137,0,85,46.8,0,309.6,0,W_13_30
682,6978137,0,85,46.8,0,316.8,8,W_13_31
683,6978137,0,85,46.8,0,324,9,W_13_32
684,6978137,0,85,46.8,0,331.2,2,W_13_33
685,6978137,0,85,46.8,0,338.4,3,W_13_34
686,6978137,0,85,46.8,0,345.6,6,W_13_35
687,6978137,0,85,46.8,0,352.8,3,W_13_36
688,6978137,0,85,46.8,0,5.6843418860808e-14,4,W_13_37
689,6978137,0,85,46.8,0,7.20000000000005,0,W_13_38
690,6978137,0,85,46.8,0,14.4,9,W_13_39
691,6978137,0,85,46.8,0,21.6,2,W_13_40
692,6978137,0,85,46.8,0,28.8,7,W_13_41
693,6978137,0,85,46.8,0,36.0000000000001,0,W_13_42
694,6978137,0,85,46.8,0,43.2,5,W_13_43
695,6978137,0,85,46.8,0,50.4,4,W_13_44
696,6978137,0,85,46.8,0,57.6,0,W_13_45
697,6978137,0,85,46.8,0,64.8,7,W_13_46
698,6978137,0,85,46.8,0,72.0000000000001,5,W_13_47
699,6978137,0,85,46.8,0,79.2,2,W_13_48
700,6978137,0,85,46.8,0,86.4,4,W_13_49
701,6978137,0,85,50.4,0,100.8,3,W_14_00
702,6978137,0,85,50.4,0,108,5,W_14_01
703,6978137,0,85,50.4,0,115.2,2,W_14_02
704,6978137,0,85,50.4,0,122.4,3,W_14_03
705,6978137,0,85,50.4,0,129.6,4,W_14_04
706,6978137,0,85,50.4,0,136.8,4,W_14_05
707,6978137,0,85,50.4,0,144,6,W_14_06
708,6978137,0,85,50.4,0,151.2,7,W_14_07
709,6978137,0,85,50.4,0,158.4,3,W_14_08
710,6978137,0,85,50.4,0,165.6,6,W_14_09
711,6978137,0,85,50.4,0,172.8,5,W_14_10
712,6978137,0,85,50.4,0,180,9,W_14_11
713,6978137,0,85,50.4,0,187.2,0,W_14_12
714,6978137,0,85,50.4,0,194.4,6,W_14_13
715,6978137,0,85,50.4,0,201.6,4,W_14_14
716,6978137,0,85,50.4,0,208.8,3,W_14_15
717,6978137,0,85,50.4,0,216,8,W_14_16
718,6978137,0,85,50.4,0,223.2,2,W_14_17
719,6978137,0,85,50.4,0,230.4,9,W_14_18
720,6978137,0,85,50.4,0,237.6,0,W_14_19
721,6978137,0,85,50.4,0,244.8,9,W_14_20
722,6978137,0,85,50.4,0,252,7,W_14_21
723,6978137,0,85,50.4,0,259.2,4,W_14_22
724,6978137,0,85,50.4,0,266.4,9,W_14_23
725,6978137,0,85,50.4,0,273.6,4,W_14_24
726,6978137,0,85,50.4,0,280.8,8,W_14_25
727,6978137,0,85,50.4,0,288,4,W_14_26
728,6978137,0,85,50.4,0,295.2,5,W_14_27
729,6978137,0,85,50.4,0,302.4,8,W_14_28
730,6978137,0,85,50.4,0,309.6,5,W_14_29
731,6978137,0,85,50.4,0,316.8,9,W_14_30
732,6978137,0,85,50.4,0,324,6,W_14_31
733,6978137,0,85,50.4,0,331.2,7,W_14_32
734,6978137,0,85,50.4,0,338.4,6,W_14_33
735,6978137,0,85,50.4,0,345.6,7,W_14_34
736,6978137,0,85,50.4,0,352.8,7,W_14_35
737,6978137,0,85,50.4,0,0,4,W_14_36
738,6978137,0,85,50.4,0,7.20000000000005,5,W_14_37
739,6978137,0,85,50.4,0,14.4,6,W_14_38
740,6978137,0,85,50.4,0,21.6,8,W_14_39
741,6978137,0,85,50.4,0,28.8,5,W_14_40
742,6978137,0,85,50.4,0,36,4,W_14_41
743,6978137,0,85,50.4,0,43.2,4,W_14_42
744,6978137,0,85,50.4,0,50.4,5,W_14_43
745,6978137,0,85,50.4,0,57.6,9,W_14_44
746,6978137,0,85,50.4,0,64.8,0,W_14_45
747,6978137,0,85,50.4,0,72,9,W_14_46
748,6978137,0,85,50.4,0,79.2,0,W_14_47
749,6978137,0,85,50.4,0,86.4,8,W_14_48
750,6978137,0,85,50.4,0,93.6,3,W_14_49
751,6978137,0,85,54,0,108,7,W_15_00
752,6978137,0,85,54,0,115.2,9,W_15_01
753,6978137,0,85,54,0,122.4,6,W_15_02
754,6978137,0,85,54,0,129.6,6,W_15_03
755,6978137,0,85,54,0,136.8,2,W_15_04
756,6978137,0,85,54,0,144,7,W_15_05
757,6978137,0,85,54,0,151.2,9,W_15_06
758,6978137,0,85,54,0,158.4,6,W_15_07
759,6978137,0,85,54,0,165.6,8,W_15_08
760,6978137,0,85,54,0,172.8,1,W_15_09
761,6978137,0,85,54,0,180,3,W_15_10
762,6978137,0,85,54,0,187.2,7,W_15_11
763,6978137,0,85,54,0,194.4,7,W_15_12
764,6978137,0,85,54,0,201.6,9,W_15_13
765,6978137,0,85,54,0,208.8,8,W_15_14
766,6978137,0,85,54,0,216,2,W_15_15
767,6978137,0,85,54,0,223.2,8,W_15_16
768,6978137,0,85,54,0,230.4,2,W_15_17
769,6978137,0,85,54,0,237.6,8,W_15_18
770,6978137,0,85,54,0,244.8,7,W_15_19
771,6978137,0,85,54,0,252,6,W_15_20
772,6978137,0,85,54,0,259.2,6,W_15_21
773,6978137,0,85,54,0,266.4,5,W_15_22
774,6978137,0,85,54,0,273.6,0,W_15_23
775,6978137,0,85,54,0,280.8,3,W_15_24
776,6978137,0,85,54,0,288,2,W_15_25
777,6978137,0,85,54,0,295.2,8,W_15_26
778,6978137,0,85,54,0,302.4,0,W_15_27
779,6978137,0,85,54,0,309.6,7,W_15_28
780,6978137,0,85,54,0,316.8,2,W_15_29
781,6978137,0,85,54,0,324,3,W_15_30
782,6978137,0,85,54,0,331.2,7,W_15_31
783,6978137,0,85,54,0,338.4,9,W_15_32
784,6978137,0,85,54,0,345.6,9,W_15_33
785,6978137,0,85,54,0,352.8,6,W_15_34
786,6978137,0,85,54,0,0,6,W_15_35
787,6978137,0,85,54,0,7.19999999999999,3,W_15_36
788,6978137,0,85,54,0,14.4,7,W_15_37
789,6978137,0,85,54,0,21.6,5,W_15_38
790,6978137,0,85,54,0,28.8,3,W_15_39
791,6978137,0,85,54,0,36,8,W_15_40
792,6978137,0,85,54,0,43.2,0,W_15_41
793,6978137,0,85,54,0,50.4,2,W_15_42
794,6978137,0,85,54,0,57.6,2,W_15_43
795,6978137,0,85,54,0,64.8,0,W_15_44
796,6978137,0,85,54,0,72,0,W_15_45
797,6978137,0,85,54,0,79.2,6,W_15_46
798,6978137,0,85,54,0,86.4,2,W_15_47
799,6978137,0,85,54,0,93.6,9,W_15_48
800,6978137,0,85,54,0,100.8,9,W_15_49
801,6978137,0,85,57.6,0,115.2,3,W_16_00
802,6978137,0,85,57.6,0,122.4,3,W_16_01
803,6978137,0,85,57.6,0,129.6,7,W_16_02
804,6978137,0,85,57.6,0,136.8,0,W_16_03
805,6978137,0,85,57.6,0,144,7,W_16_04
806,6978137,0,85,57.6,0,151.2,8,W_16_05
807,6978137,0,85,57.6,0,158.4,6,W_16_06
808,6978137,0,85,57.6,0,165.6,7,W_16_07
809,6978137,0,85,57.6,0,172.8,7,W_16_08
810,6978137,0,85,57.6,0,180,8,W_16_09
811,6978137,0,85,57.6,0,187.2,7,W_16_10
812,6978137,0,85,57.6,0,194.4,2,W_16_11
813,6978137,0,85,57.6,0,201.6,3,W_16_12
814,6978137,0,85,57.6,0,208.8,1,W_16_13
815,6978137,0,85,57.6,0,216,8,W_16_14
816,6978137,0,85,57.6,0,223.2,7,W_16_15
817,6978137,0,85,57.6,0,230.4,8,W_16_16
818,6978137,0,85,57.6,0,237.6,3,W_16_17
819,6978137,0,85,57.6,0,244.8,1,W_16_18
820,6978137,0,85,57.6,0,252,4,W_16_19
821,6978137,0,85,57.6,0,259.2,2,W_16_20
822,6978137,0,85,57.6,0,266.4,6,W_16_21
823,6978137,0,85,57.6,0,273.6,0,W_16_22
824,6978137,0,85,57.6,0,280.8,1,W_16_23
825,6978137,0,85,57.6,0,288,3,W_16_24
826,6978137,0,85,57.6,0,295.2,2,W_16_25
827,6978137,0,85,57.6,0,302.4,5,W_16_26
828,6978137,0,85,57.6,0,309.6,4,W_16_27
829,6978137,0,85,57.6,0,316.8,9,W_16_28
830,6978137,0,85,57.6,0,324,8,W_16_29
831,6978137,0,85,57.6,0,331.2,3,W_16_30
832,6978137,0,85,57.6,0,338.4,9,W_16_31
833,6978137,0,85,57.6,0,345.6,2,W_16_32
834,6978137,0,85,57.6,0,352.8,9,W_16_33
835,6978137,0,85,57.6,0,0,5,W_16_34
836,6978137,0,85,57.6,0,7.19999999999999,5,W_16_35
837,6978137,0,85,57.6,0,14.4,0,W_16_36
838,6978137,0,85,57.6,0,21.6,3,W_16_37
839,6978137,0,85,57.6,0,28.8,0,W_16_38
840,6978137,0,85,57.6,0,36,4,W_16_39
841,6978137,0,85,57.6,0,43.2,6,W_16_40
842,6978137,0,85,57.6,0,50.4,6,W_16_41
843,6978137,0,85,57.6,0,57.6,1,W_16_42
844,6978137,0,85,57.6,0,64.8,4,W_16_43
845,6978137,0,85,57.6,0,72,6,W_16_44
846,6978137,0,85,57.6,0,79.2,1,W_16_45
847,6978137,0,85,57.6,0,86.4,9,W_16_46
848,6978137,0,85,57.6,0,93.6,0,W_16_47
849,6978137,0,85,57.6,0,100.8,6,W_16_48
850,6978137,0,85,57.6,0,108,1,W_16_49
851,6978137,0,85,61.2,0,122.4,1,W_17_00
852,6978137,0,85,61.2,0,129.6,8,W_17_01
853,6978137,0,85,61.2,0,136.8,3,W_17_02
854,6978137,0,85,61.2,0,144,0,W_17_03
855,6978137,0,85,61.2,0,151.2,9,W_17_04
856,6978137,0,85,61.2,0,158.4,8,W_17_05
857,6978137,0,85,61.2,0,165.6,9,W_17_06
858,6978137,0,85,61.2,0,172.8,5,W_17_07
859,6978137,0,85,61.2,0,180,5,W_17_08
860,6978137,0,85,61.2,0,187.2,8,W_17_09
861,6978137,0,85,61.2,0,194.4,4,W_17_10
862,6978137,0,85,61.2,0,201.6,8,W_17_11
863,6978137,0,85,61.2,0,208.8,3,W_17_12
864,6978137,0,85,61.2,0,216,5,W_17_13
865,6978137,0,85,61.2,0,223.2,6,W_17_14
866,6978137,0,85,61.2,0,230.4,9,W_17_15
867,6978137,0,85,61.2,0,237.6,1,W_17_16
868,6978137,0,85,61.2,0,244.8,5,W_17_17
869,6978137,0,85,61.2,0,252,1,W_17_18
870,6978137,0,85,61.2,0,259.2,8,W_17_19
871,6978137,0,85,61.2,0,266.4,2,W_17_20
872,6978137,0,85,61.2,0,273.6,7,W_17_21
873,6978137,0,85,61.2,0,280.8,9,W_17_22
874,6978137,0,85,61.2,0,288,6,W_17_23
875,6978137,0,85,61.2,0,295.2,8,W_17_24
876,6978137,0,85,61.2,0,302.4,5,W_17_25
877,6978137,0,85,61.2,0,309.6,5,W_17_26
878,6978137,0,85,61.2,0,316.8,8,W_17_27
879,6978137,0,85,61.2,0,324,7,W_17_28
880,6978137,0,85,61.2,0,331.2,2,W_17_29
881,6978137,0,85,61.2,0,338.4,8,W_17_30
882,6978137,0,85,61.2,0,345.6,0,W_17_31
883,6978137,0,85,61.2,0,352.8,1,W_17_32
884,6978137,0,85,61.2,0,0,9,W_17_33
885,6978137,0,85,61.2,0,7.20000000000005,3,W_17_34
886,6978137,0,85,61.2,0,14.4,0,W_17_35
887,6978137,0,85,61.2,0,21.6,0,W_17_36
888,6978137,0,85,61.2,0,28.8000000000001,4,W_17_37
889,6978137,0,85,61.2,0,36,2,W_17_38
890,6978137,0,85,61.2,0,43.2,7,W_17_39
891,6978137,0,85,61.2,0,50.4,9,W_17_40
892,6978137,0,85,61.2,0,57.6,4,W_17_41
893,6978137,0,85,61.2,0,64.8000000000001,5,W_17_42
894,6978137,0,85,61.2,0,72,1,W_17_43
895,6978137,0,85,61.2,0,79.2,6,W_17_44
896,6978137,0,85,61.2,0,86.4,6,W_17_45
897,6978137,0,85,61.2,0,93.6,2,W_17_46
898,6978137,0,85,61.2,0,100.8,3,W_17_47
899,6978137,0,85,61.2,0,108,5,W_17_48
900,6978137,0,85,61.2,0,115.2,8,W_17_49
901,6978137,0,85,64.8,0,129.6,8,W_18_00
902,6978137,0,85,64.8,0,136.8,9,W_18_01
903,6978137,0,85,64.8,0,144,0,W_18_02
904,6978137,0,85,64.8,0,151.2,8,W_18_03
905,6978137,0,85,64.8,0,158.4,6,W_18_04
906,6978137,0,85,64.8,0,165.6,2,W_18_05
907,6978137,0,85,64.8,0,172.8,0,W_18_06
908,6978137,0,85,64.8,0,180,4,W_18_07
909,6978137,0,85,64.8,0,187.2,2,W_18_08
910,6978137,0,85,64.8,0,194.4,0,W_18_09
911,6978137,0,85,64.8,0,201.6,3,W_18_10
912,6978137,0,85,64.8,0,208.8,9,W_18_11
913,6978137,0,85,64.8,0,216,2,W_18_12
914,6978137,0,85,64.8,0,223.2,8,W_18_13
915,6978137,0,85,64.8,0,230.4,5,W_18_14
916,6978137,0,85,64.8,0,237.6,5,W_18_15
917,6978137,0,85,64.8,0,244.8,4,W_18_16
918,6978137,0,85,64.8,0,252,1,W_18_17
919,6978137,0,85,64.8,0,259.2,0,W_18_18
920,6978137,0,85,64.8,0,266.4,5,W_18_19
921,6978137,0,85,64.8,0,273.6,4,W_18_20
922,6978137,0,85,64.8,0,280.8,4,W_18_21
923,6978137,0,85,64.8,0,288,2,W_18_22
924,6978137,0,85,64.8,0,295.2,4,W_18_23
925,6978137,0,85,64.8,0,302.4,8,W_18_24
926,6978137,0,85,64.8,0,309.6,7,W_18_25
927,6978137,0,85,64.8,0,316.8,1,W_18_26
928,6978137,0,85,64.8,0,324,3,W_18_27
929,6978137,0,85,64.8,0,331.2,6,W_18_28
930,6978137,0,85,64.8,0,338.4,7,W_18_29
931,6978137,0,85,64.8,0,345.6,8,W_18_30
932,6978137,0,85,64.8,0,352.8,8,W_18_31
933,6978137,0,85,64.8,0,0,4,W_18_32
934,6978137,0,85,64.8,0,7.19999999999999,9,W_18_33
935,6978137,0,85,64.8,0,14.4,3,W_18_34
936,6978137,0,85,64.8,0,21.6,0,W_18_35
937,6978137,0,85,64.8,0,28.8,0,W_18_36
938,6978137,0,85,64.8,0,36,3,W_18_37
939,6978137,0,85,64.8,0,43.2,5,W_18_38
940,6978137,0,85,64.8,0,50.4,3,W_18_39
941,6978137,0,85,64.8,0,57.6,6,W_18_40
942,6978137,0,85,64.8,0,64.8,0,W_18_41
943,6978137,0,85,64.8,0,72,5,W_18_42
944,6978137,0,85,64.8,0,79.2,9,W_18_43
945,6978137,0,85,64.8,0,86.4,9,W_18_44
946,6978137,0,85,64.8,0,93.6,9,W_18_45
947,6978137,0,85,64.8,0,100.8,5,W_18_46
948,6978137,0,85,64.8,0,108,6,W_18_47
949,6978137,0,85,64.8,0,115.2,1,W_18_48
950,6978137,0,85,64.8,0,122.4,1,W_18_49
951,6978137,0,85,68.4,0,136.8,1,W_19_00
952,6978137,0,85,68.4,0,144,5,W_19_01
953,6978137,0,85,68.4,0,151.2,2,W_19_02
954,6978137,0,85,68.4,0,158.4,0,W_19_03
955,6978137,0,85,68.4,0,165.6,9,W_19_04
956,6978137,0,85,68.4,0,172.8,6,W_19_05
957,6978137,0,85,68.4,0,180,1,W_19_06
958,6978137,0,85,68.4,0,187.2,1,W_19_07
959,6978137,0,85,68.4,0,194.4,3,W_19_08
960,6978137,0,85,68.4,0,201.6,0,W_19_09
961,6978137,0,85,68.4,0,208.8,4,W_19_10
962,6978137,0,85,68.4,0,216,6,W_19_11
963,6978137,0,85,68.4,0,223.2,8,W_19_12
964,6978137,0,85,68.4,0,230.4,4,W_19_13
965,6978137,0,85,68.4,0,237.6,3,W_19_14
966,6978137,0,85,68.4,0,244.8,5,W_19_15
967,6978137,0,85,68.4,0,252,3,W_19_16
968,6978137,0,85,68.4,0,259.2,7,W_19_17
969,6978137,0,85,68.4,0,266.4,6,W_19_18
970,6978137,0,85,68.4,0,273.6,9,W_19_19
971,6978137,0,85,68.4,0,280.8,2,W_19_20
972,6978137,0,85,68.4,0,288,1,W_19_21
973,6978137,0,85,68.4,0,295.2,3,W_19_22
974,6978137,0,85,68.4,0,302.4,6,W_19_23
975,6978137,0,85,68.4,0,309.6,2,W_19_24
976,6978137,0,85,68.4,0,316.8,7,W_19_25
977,6978137,0,85,68.4,0,324,1,W_19_26
978,6978137,0,85,68.4,0,331.2,3,W_19_27
979,6978137,0,85,68.4,0,338.4,4,W_19_28
980,6978137,0,85,68.4,0,345.6,6,W_19_29
981,6978137,0,85,68.4,0,352.8,4,W_19_30
982,6978137,0,85,68.4,0,0,5,W_19_31
983,6978137,0,85,68.4,0,7.20000000000005,8,W_19_32
984,6978137,0,85,68.4,0,14.4,6,W_19_33
985,6978137,0,85,68.4,0,21.6,5,W_19_34
986,6978137,0,85,68.4,0,28.8,5,W_19_35
987,6978137,0,85,68.4,0,36,1,W_19_36
988,6978137,0,85,68.4,0,43.2,9,W_19_37
989,6978137,0,85,68.4,0,50.4,4,W_19_38
990,6978137,0,85,68.4,0,57.6,5,W_19_39
991,6978137,0,85,68.4,0,64.8,1,W_19_40
992,6978137,0,85,68.4,0,72,1,W_19_41
993,6978137,0,85,68.4,0,79.2,3,W_19_42
994,6978137,0,85,68.4,0,86.4,3,W_19_43
995,6978137,0,85,68.4,0,93.6,6,W_19_44
996,6978137,0,85,68.4,0,100.8,3,W_19_45
997,6978137,0,85,68.4,0,108,5,W_19_46
998,6978137,0,85,68.4,0,115.2,1,W_19_47
999,6978137,0,85,68.4,0,122.4,8,W_19_48
1000,6978137,0,85,68.4,0,129.6,1,W_19_49
1001,6978137,0,85,72,0,144,3,W_20_00
1002,6978137,0,85,72,0,151.2,4,W_20_01
1003,6978137,0,85,72,0,158.4,4,W_20_02
1004,6978137,0,85,72,0,165.6,8,W_20_03
1005,6978137,0,85,72,0,172.8,6,W_20_04
1006,6978137,0,85,72,0,180,0,W_20_05
1007,6978137,0,85,72,0,187.2,7,W_20_06
1008,6978137,0,85,72,0,194.4,4,W_20_07
1009,6978137,0,85,72,0,201.6,3,W_20_08
1010,6978137,0,85,72,0,208.8,8,W_20_09
1011,6978137,0,85,72,0,216,1,W_20_10
1012,6978137,0,85,72,0,223.2,3,W_20_11
1013,6978137,0,85,72,0,230.4,2,W_20_12
1014,6978137,0,85,72,0,237.6,6,W_20_13
1015,6978137,0,85,72,0,244.8,6,W_20_14
1016,6978137,0,85,72,0,252,7,W_20_15
1017,6978137,0,85,72,0,259.2,3,W_20_16
1018,6978137,0,85,72,0,266.4,2,W_20_17
1019,6978137,0,85,72,0,273.6,8,W_20_18
1020,6978137,0,85,72,0,280.8,7,W_20_19
1021,6978137,0,85,72,0,288,8,W_20_20
